username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language 
jthemmings,"b'\xf0\x9f\x9a\xa8breaking\n\njust 0.04% of israelis caught #covid19 after two shots of #pfizer #vaccine. \n\nmore important - all those infected experienced only a mild form of the disease, and none were hospitalized.\n\nso, get the #covidvaccine. it may save your life. https://t.co/qejeckxtlx'",sci_questions,"[{'text': 'COVID19', 'indices': [60, 68]}, {'text': 'Pfizer', 'indices': [88, 95]}, {'text': 'vaccine', 'indices': [96, 104]}]",2021-02-01 08:48:49+00:00,502,1190,en
Efinder1,"b'@andrew_adonis but germany gave the world the biontech vaccine, as anyone receiving the pfizer jab will read on the last page of the information they are given.'",DavidHeadViews,[],2021-02-01 08:48:48+00:00,29,35,en
MillieLasne,"b'start of the week in \xf0\x9f\x87\xa9\xf0\x9f\x87\xaa germany:\n\xe2\x96\xb6\xef\xb8\x8f german leaders to discuss improvements of vaccination plan\n\xe2\x96\xb6\xef\xb8\x8f @biontech_group - @pfizer pledges 75 million more eu vaccines\n\xe2\x96\xb6\xef\xb8\x8f in @welt interview, economy minister @peteraltmaier threatens legal action, if vaccine makers don\xe2\x80\x99t meet obligations'",ameckardt,[],2021-02-01 08:48:34+00:00,535,743,en
SamailaGoje,"b'j&amp;j\'s vaccine may show why ""last mover advantage"" works.\n\nwhile the ""first movers"" pfizer, etc got all the buzz, they now have vaccine efficacy and production issues.\n\nj&amp;j came out later. but with a ""single-dose"" vaccine, with more efficacy incl against more recent covid strains https://t.co/5bbddwnl11'",no retweet username,[],2021-02-01 08:48:28+00:00,1067,583,en
HoggarthJan,"b""@tvenour @malc_hill @telegraph pfizer biontech vaccine will be much harder to use in poorer countries. oxford astrazeneca is easier to store and distribute, going out to the world at cost, and will remain so for poorer countries.\n\nit's great that the world has different options available in such a short time.""",no retweet username,[],2021-02-01 08:47:46+00:00,1917,2190,en
terpsichore_los,b'biontech-pfizer has promised to supply around 2 billion total doses of its coronavirus vaccine to the eu by the end of 2021.\n\nhttps://t.co/rkh8cefbay',dwnews,[],2021-02-01 08:47:37+00:00,669,4940,en
rogersurfacings,b'@sammythedog1989 @rogersurfacings funny lasts weeks sunday people told us the vaccine is killing people in care homes and as a matter of fact i have a sister in law who is not well at all after the pfizer vaccination we worry for her',nevillehurst2,[],2021-02-01 08:47:30+00:00,3522,3657,en
alisonmacfarla2,"b""so if you are rich  or the pm's dad, you can get both doses of the pfizer vaccine ,with the 2nd dose 3 weeks apart as recommended by pfizer , as done in eu. but if you are an ordinary person in uk it's 12 weeks or more. how is this right?""",dem_cath,[],2021-02-01 08:46:53+00:00,488,646,en
jayjjarvis,"b'for anyone considering the pfizer vaccine, know that you are getting an experimental vaccine.\n\nyou are participating in a study looking for adverse events \n\nthink twice if you are under 50 yrs old with an ifr under 0.02%.\n\nimage below from the fda\xe2\x80\x99s eua for the pfizer vaccine. https://t.co/mggbv8pbe5'",JamesTodaroMD,[],2021-02-01 08:46:37+00:00,63,436,en
QuietJeffR,"b""i understand that the pfizer vaccine is 95% + effective at preventing symptoms, but it's unclear whether it prevents asymptomatic infection. given that a us congressman recently tested positive, though asymptomatic, after 2 doses, let's say not very. how does this impact r?""",no retweet username,[],2021-02-01 08:46:35+00:00,544,2511,en
LibtardBanshee,b'lol..#scottyfrommarketing @scottmorrisonmp &amp; his goon @greghuntmp want us to take the dud #astrazeneca vaccine that is only around 60% effective...he fucked up getting australia enough doses of the 95% efficacy #pfizer &amp; #moderna vaccines. #covid19au #covidiot #abc730 #auspol',no retweet username,"[{'text': 'ScottyFromMarketing', 'indices': [5, 25]}, {'text': 'AstraZeneca', 'indices': [94, 106]}]",2021-02-01 08:46:00+00:00,1116,390,en
autumndazed,"b'@chadtoporski @bob88678594 @aaronnagler not all children are asymptomatic, however, i thought the guideline from pfizer, amongst others, was the vaccine should be given to over 16s only?'",no retweet username,[],2021-02-01 08:45:54+00:00,155,140,en
davecg69,"b""so if you are rich  or the pm's dad, you can get both doses of the pfizer vaccine ,with the 2nd dose 3 weeks apart as recommended by pfizer , as done in eu. but if you are an ordinary person in uk it's 12 weeks or more. how is this right?""",dem_cath,[],2021-02-01 08:45:53+00:00,308,609,en
SteveTomlinson4,b'@brianhtweed i had my first dose of the pfizer vaccine yesterday. if dildo harding had been running it (rather than the nhs) i would probably get a dose of out of out of date mmr in about 2024. #toryincompetence',no retweet username,[],2021-02-01 08:45:51+00:00,186,551,en
sannis_zoo,"b'a nurse in finland figured out a replicable way of getting 7 doses out of the pfizer provided vaccine bottles, instead of 5. apparently, pfizer has approved the method as has the finnish ""hse"". \nnow they can vaccinate 40% more people with virtually 0 waste!'",no retweet username,[],2021-02-01 08:45:49+00:00,297,779,en
soflmiami39,"b'twice vaccinated, still covid positive. rep. stephen lynch tests positive for coronavirus after he received two doses of pfizer vaccine | just the news https://t.co/xqaymqrt30'",jsolomonReports,[],2021-02-01 08:45:39+00:00,154,685,en
Lasaa_V,b'biontech-pfizer has promised to supply around 2 billion total doses of its coronavirus vaccine to the eu by the end of 2021.\n\nhttps://t.co/rkh8cefbay',dwnews,[],2021-02-01 08:45:37+00:00,3235,4990,en
CarolynD72355,"b'twice vaccinated, still covid positive. rep. stephen lynch tests positive for coronavirus after he received two doses of pfizer vaccine | just the news https://t.co/xqaymqrt30'",jsolomonReports,[],2021-02-01 08:45:31+00:00,3332,5001,en
irisdguill,"b'gha medics also getting their second dose of the pfizer vaccine today. julian danino, consultant ent surgeon, consultant general surgeon denes kovacs and christopher rodriguez, consultant radiologist. https://t.co/hdhafhnujv'",GHAWeb,[],2021-02-01 08:45:13+00:00,347,446,en
vmrwanda,b'biontech-pfizer has promised to supply around 2 billion total doses of its coronavirus vaccine to the eu by the end of 2021.\n\nhttps://t.co/rkh8cefbay',dwnews,[],2021-02-01 08:45:11+00:00,1245,911,en
dwnews,b'biontech-pfizer has promised to supply around 2 billion total doses of its coronavirus vaccine to the eu by the end of 2021.\n\nhttps://t.co/rkh8cefbay',no retweet username,[],2021-02-01 08:45:00+00:00,542192,600,en
_river7,"b'ok, so now what exactly is the function of these  nanoparticles contained in the experimental pfizer covid-19 vaccine??  https://t.co/yme3pipovm'",cynthiamckinney,[],2021-02-01 08:44:54+00:00,1512,1987,en
LaoisePereira,"b'trauma surgeon contracts covid, 2.5 weeks after second pfizer vaccine. https://t.co/z2x0zszfo8'",no retweet username,[],2021-02-01 08:44:54+00:00,2355,2330,en
TomHunttttttttt,"b'more good observational data from israel, following people up who got 2 doses of the pfizer vaccine.\n\njust 0.04% became symptomatic. none seriously ill. and on a background of a serious spike of cases in general.\n\nguess what? vaccines work. \n\n https://t.co/m6sc1fqjhd'",DrNeilStone,[],2021-02-01 08:44:52+00:00,3025,1620,en
Piquet96937501,b'@afneil two new gangster word meanings. clarity = demand. eg can you give us clarity on the number of az vaccines to be sent from the uk (having been told zero). transparency = threat. in the interests of transparency we will be blocking exports of the pfizer vaccine to the uk.',no retweet username,[],2021-02-01 08:44:45+00:00,0,3,en
charlesmok,"b'sg way: just buy! faster than japan and korea too. \n\nhow singapore picked its covid-19 vaccines\n//by the end of last year, the first batch of the pfizer-biontech vaccine was already in singapore. by now, more than 100,000 people have been vaccinated.//\n\nhttps://t.co/hu8v68gckj'",no retweet username,[],2021-02-01 08:44:43+00:00,25638,3134,en
BagalueSunab,b'a 60-year-old orange county man died after receiving a second dose of the coronavirus vaccine. now investigators are trying to determine if the vaccination played any role in his death.\n\nhttps://t.co/2tgs0vr3nr',no retweet username,[],2021-02-01 08:44:43+00:00,3403,4135,en
fil_fernandes,"b""biontech coo says they'll be able to deliver to #eu an additional 75 million doses of pfizer/biontech vaccine in q2; says works at european factories continue in order to restore full production capacity in the week after february 15: der spiegel\nhttps://t.co/gssbukjcxs""",YanniKouts,"[{'text': 'EU', 'indices': [64, 67]}]",2021-02-01 08:44:42+00:00,95,860,en
mkpatriot1952,"b'twice vaccinated, still covid positive. rep. stephen lynch tests positive for coronavirus after he received two doses of pfizer vaccine | just the news https://t.co/xqaymqrt30'",jsolomonReports,[],2021-02-01 08:44:33+00:00,270,912,en
Foskalo1,"b'\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 they bought and brought #pfizer vaccine for royals and already given the first shot to the royal families #royalvaccine.\n\nfor the citizens, its the untested 52% efficacy rate and no use for elderlies (55+ year and above) indian #poopvaccines https://t.co/q1qlyk8tmo'",no retweet username,"[{'text': 'Pfizer', 'indices': [29, 36]}]",2021-02-01 08:44:13+00:00,546,335,en
Charity_Heals,"b'twice vaccinated, still covid positive. rep. stephen lynch tests positive for coronavirus after he received two doses of pfizer vaccine | just the news https://t.co/xqaymqrt30'",jsolomonReports,[],2021-02-01 08:43:55+00:00,27775,19963,en
GodfreyOSWALD,b'uk vaccine update\n\nin deployment:\n\xe2\x8f\xa9 pfizer/biontech: 40m doses\n\xe2\x8f\xa9 oxford/az: 100m doses\n\napproved:\n\xe2\x9c\x85 moderna: 17m doses\n\nclinical trials/under mhra approval:\n\xe2\x8f\xb3 novavax: 60m doses\n\xe2\x8f\xb3 janssen: 30m doses\n\xe2\x8f\xb3 valneva: 60m doses\n\xe2\x8f\xb3 gsk: 60m doses https://t.co/rpwwyxp6vw',10DowningStreet,[],2021-02-01 08:43:04+00:00,1445,4996,en
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
YawGyebi,b'the oxford-astrazeneca vaccine for covid-19 is more rugged than the vaccines from pfizer and moderna. source: new york times\n#thevaccineissafe \n#iwilltakethevaccine https://t.co/enzk3u9n7f',ckgyimah,[],2021-03-01 08:59:55+00:00,1386,1337,en
chescaferrer25,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:59:49+00:00,575,561,en
minxyminx1952,"b'had 1st pfizer jab 2 weeks ago. no issues, except rash at injection site (a known subcutaneous reaction) for a few days. rash has returned today &amp; reports suggest this indicates the vaccine is now activating the immune system. anyone else experienced this?'",no retweet username,[],2021-03-01 08:59:44+00:00,4803,4217,en
acetylCOLEEN__,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:59:42+00:00,299,288,en
redoutofcontext,b'this is not factual. healthcare workers were part of pfizer studies: \n\nhttps://t.co/weqe0lzf5n https://t.co/vbyrut8twx',goodkidbikecity,[],2021-03-01 08:59:42+00:00,183,110,en
angeluross20th,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:59:38+00:00,491,574,en
dazzawhite50,"b'update to pfizer and oxford side effects, reports: 22 feb \n\npfizer:  reactions:  77,207    blindness:  9    deaths: 197\noxford: reactions: 114,625  blindness: 16    deaths: 205\n\npfizer      vax started 8 dec\noxford    vax started 4 jan\n\nhttps://t.co/vjyzypu8lx https://t.co/tabil1kvxy'",SandraWeeden,[],2021-03-01 08:59:36+00:00,38,252,en
wonderingrande_,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:59:36+00:00,11103,6308,en
Enterta74460991,b'more info. \n\nspain: second pfizer shots halted after 46 nursing home residents die after the first shot \xe2\x80\x93 rights and freedoms https://t.co/4tbo695abc',richardursomd,[],2021-03-01 08:59:35+00:00,108,523,en
Mish50513045,b'is there any chance of you commenting on this @scottmorrisonmp https://t.co/gv1teoeddq',Goalkickingguru,[],2021-03-01 08:59:33+00:00,465,440,en
AryaKetoFanatic,"b'could this be a new incentive to #weightloss? #r4today #wato #bbcpm \n\npfizer #vaccine may be less effective in people with #obesity, says study https://t.co/qsfjpdtczz'",RoslynByfield,"[{'text': 'weightloss', 'indices': [52, 63]}, {'text': 'r4today', 'indices': [65, 73]}, {'text': 'wato', 'indices': [74, 79]}, {'text': 'bbcpm', 'indices': [80, 86]}, {'text': 'vaccine', 'indices': [96, 104]}]",2021-03-01 08:59:33+00:00,195,54,en
darshanpathak,"b""pfizer vaccine is made by doctors and scientists.\n\nbut bharat biotech vaccine is made by patriots, they can't be doctors and scientists. \n\na typical brown sepoy. https://t.co/w8vbjarnmq""",no retweet username,[],2021-03-01 08:59:32+00:00,4111,297,en
cynemae,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:59:25+00:00,906,822,en
ExphObe,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:59:12+00:00,57,137,en
_macmaja,"b'covid-19 vaccination will be free for the people of cavite. we are in discussion with astra zeneca, moderna &amp; pfizer. more updates out in the next week or so. read here https://t.co/6fg8pbeqsz'",jonvicremulla,[],2021-03-01 08:59:03+00:00,413,193,en
FredFli17050958,"b'covid\nstudies suggest the oxford/astra-zeneca and biontech/pfizer vaccines remain effective, but to a lesser degree, against the \xe2\x80\x9csouth africa strain\xe2\x80\x9d.'",no retweet username,[],2021-03-01 08:58:59+00:00,83,272,en
muzmur4,b'did you know that 1 in 20 of us live with a rare disease? this #rarediseaseday our mission is to raise awareness and continue to work towards breakthrough treatments that will help change patients\xe2\x80\x99 lives. learn more at https://t.co/nn0tnvjqvp',Pfizer_Ireland,"[{'text': 'RareDiseaseDay', 'indices': [83, 98]}]",2021-03-01 08:58:56+00:00,153,2082,en
ugaytsu,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:58:55+00:00,1151,3172,en
jlynch1959,"b""pfizer death vax. finally some decent evidence to validate concern! unfortunately it's more horrifying than one could imagine. please read and get this out there:\n\nhttps://t.co/vxary08o4h""",MMorphosa,[],2021-03-01 08:58:52+00:00,11,45,en
BrasscheckTV,"b'translation: ""we don\'t have a clue what we\'re doing and are literally making it up as we go along, but get the vaccination anyway and you might be able to take the masks off - someday."" https://t.co/l4n0hr7gix'",no retweet username,[],2021-03-01 08:58:43+00:00,1105,2,en
AltayErgun,"b'pfizer vaccine may be less effective in people with obesity, says study https://t.co/iwkyxplsnv'",no retweet username,[],2021-03-01 08:58:38+00:00,39032,36159,en
thenicoferocity,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:58:32+00:00,39,395,en
ana_berne,"b'@gorka_orive pr. devi sridhar: ""good news from study on pfizer: \'vaccine could significantly reduce risk of transmission from people who are asymptomatic, as well as protect others from getting ill.\'-&gt; good sign, means we can build towards stopping transmission..."" https://t.co/m8bctk3lqi'",mcnporson,[],2021-03-01 08:58:31+00:00,350,742,en
nuxsturf,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:58:28+00:00,69,69,en
Sunflower00011,"b'@johnkarter01 @sanbent1 they witness cases that are not written down as \xe2\x80\x98vaccine related\xe2\x80\x99, although it\xe2\x80\x99s quite obvious. my mother nearly died a couple of days ago, 60% oxygen saturation. but the vaccine was two weeks before, so it\xe2\x80\x99s not considered a \xe2\x80\x98probable cause\xe2\x80\x99. this was pfizer by the way.'",BoetSchouwink,[],2021-03-01 08:58:28+00:00,257,502,en
dummylonghorn,b'hello @pfizer can you add serotonin into the vaccine please we all need it',jurgenkloppTD,[],2021-03-01 08:58:23+00:00,783,1448,en
yoongkhean,"b'@tenoq some data here. tldr; inconclusive. early number says it does but need more evidence. experts mostly agree it will, to what extent we need to find out.\n\nhttps://t.co/dsxclqmawb'",no retweet username,[],2021-03-01 08:58:23+00:00,14720,1590,en
tonymac5,"b'@airstripone84 @clarkemicah ""gene therapy.""\n\nyou\'re going to have to explain why you believe that the pfizer and / or moderna vaccines are gene therapy.'",no retweet username,[],2021-03-01 08:58:16+00:00,309,1915,en
corve_chris,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:58:02+00:00,884,380,en
arzt28,b'went to aiims and took a homegrown vaccine. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\n\nsome of our past leaders would\xe2\x80\x99ve made a beeline to to us to get a dose of the pfizer or moderna vaccines. https://t.co/9khmcbcjtw',elmihiro,[],2021-03-01 08:58:02+00:00,220,2453,en
IggyArevalol,b'hello @pfizer can you add serotonin into the vaccine please we all need it',jurgenkloppTD,[],2021-03-01 08:57:58+00:00,113,476,en
noisynoodle,b'4) in 2018:\njohnson &amp; johnson ceo made $30m\npfizer ceo made $28m\nmerck ceo made $18m\neli lilly ceo made $16m\ngilead ceo made $16m\n\nmeanwhile:\n\n\xf0\x9f\x93\x8camericans spent $535b on rx drugs\n\n\xf0\x9f\x93\x8c1/4 of diabetics rationed insulin to survive\n\n\xf0\x9f\x93\x8c500k americans went bankrupt from medical bills.',DrEricDing,[],2021-03-01 08:57:55+00:00,1092,3580,en
br33za5,b'@dwtruthwarrior my girlfriend who was a molecular biologist at pfizer sued the company for threatening and firing her because she brought up safety concerns (she was on the safety committee). she also became ill with a genetically engineered virus. she did win',daystar1952,[],2021-03-01 08:57:48+00:00,292,524,en
cfFEU23,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:57:41+00:00,612,1336,en
kiaraasimon,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:57:36+00:00,643,427,en
claricelopezz,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:57:32+00:00,462,291,en
tutusaysso,"b""@clive_mbs @mxssein elo no refund elo! definitely expensive water that does nothing. if we are being honest astrazeneca seem like they just didn't want to be left behind by others. of all the vaccines this is the one with the most issues. you won't hear any arguments pali pfizer \xf0\x9f\x98\x82 i would even""",no retweet username,[],2021-03-01 08:57:30+00:00,3757,1329,en
caffeinatedtt,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:57:20+00:00,491,305,en
takingaction4us,"b'every day, \xe2\x80\x9cliquid gold\xe2\x80\x9d is being wasted in the eu.\n\nwith the right needle, seven doses \xe2\x80\x94 rather than six \xe2\x80\x94 could be taken from one vial of the pfizer vaccine.\n\nmep @peterliese says the same applies to moderna, where 11 doses, rather than 10, could be extracted. #covid19 https://t.co/uyvsexhzad'",dw_europe,[],2021-03-01 08:57:20+00:00,2422,4983,en
DYGalvezINQ,"b'the first batch of covid-19 vaccine developed by pfizer-biontech that was initially expected to arrive in the philippines in mid-february may instead be delivered by the second quarter of this year, galvez said. | @dygalvezinq https://t.co/dauceyqbxi'",inquirerdotnet,[],2021-03-01 08:57:20+00:00,1008,413,en
guavababiegirl,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:57:17+00:00,480,461,en
Fletch_Norman,b'@valoakley25 pride comes before a fall valerie.  when pfizer finish their 2 year study then perhaps thou can make that comment.',no retweet username,[],2021-03-01 08:57:14+00:00,751,1005,en
James52959899,"b""@cnnphilippines @davidyusantos sinovac's 50.4% efficacy rate in preventing covid-19 infections is significantly lower than the 95% and 94% efficacy rates for pfizer's and moderna's vaccines, respectively.""",no retweet username,[],2021-03-01 08:57:14+00:00,46,100,en
skipz,"b'president biden is using the dpa to help pfizer get supplies needed to make more vaccines, more quickly. they are also building factories to make surgical gloves 1b gloves a month. this will cut our dependence on foreign supplies in half &amp; create jobs. https://t.co/fv0xgc5rbj 06'",TomthunkitsMind,[],2021-03-01 08:57:11+00:00,19900,21463,en
fpizart,b'webmd: pfizer and its partner biontech have launched clinical trials to study the safety and effectiveness of its coronavirus vaccine on pregnant women. https://t.co/3vetjjfqfs https://t.co/3i0yhady88 https://t.co/dwh6xupwig',no retweet username,[],2021-03-01 08:57:11+00:00,202,245,en
cclarke52,b'talk about being in the right place at the right time.\n\ni\xe2\x80\x99m at the hospital visiting a family member and as i come in a nurse makes an announcement they have one dose of pfizer vaccine left and i\xe2\x80\x99m the only one who was willing to take it.',ljoywilliams,[],2021-03-01 08:57:07+00:00,4287,4847,en
glylncto,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:57:06+00:00,1518,949,en
FreeSpeech_0,"b'@claudiawebbe nhs are brilliant, but this govt. does not have supplies for the second dose within 3 weeks for pfizer. they ignored clinical trials: https://t.co/ycfizxjy9u'",no retweet username,[],2021-03-01 08:57:04+00:00,5108,4500,en
zyiteblog,"b'flanders to administer 50,000 more coronavirus vaccines than last week https://t.co/b8th8nlj07'",no retweet username,[],2021-03-01 08:57:04+00:00,1800,3660,en
Patrici26077567,b'trust pfizer because... ? https://t.co/ne95ryefbg',denisrancourt,[],2021-03-01 08:56:55+00:00,1069,1048,en
IreneGalora,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:56:43+00:00,74,1653,en
tamiesuu,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:56:43+00:00,434,149,en
reggaecrisp1,b'dr. ben tapper exposes pfizer\xe2\x80\x99s criminal history. https://t.co/l48mwlmgvo',dwtruthwarrior,[],2021-03-01 08:56:38+00:00,4055,4427,en
ptvalecx,"b'none of us signed up for sinovac. we were promised pfizer. stand with healthcare workers. our colleagues are getting sick and are left understaffed, overworked, and underpaid.'",BuffHufflepuff,[],2021-03-01 08:56:31+00:00,567,327,en
kakaigab,b'hello @pfizer can you add serotonin into the vaccine please we all need it',jurgenkloppTD,[],2021-03-01 08:56:31+00:00,615,688,en
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
sam_burns_1,"b'second #pfizervaccine this morning, as always a huge thanks to @nhsuk, @walsallhcarenhs, @pfizer and everyone else involved! #covid19'",no retweet username,"[{'text': 'PfizerVaccine', 'indices': [7, 21]}, {'text': 'COVID19', 'indices': [125, 133]}]",2021-03-01 08:44:05+00:00,97,354,en
pavan_uk,"b'received the #covid19vaccine last week. it was the #pfizervaccine. no feeling of side effects. if you are called, please get it asap. then we can all get back to normal.'",no retweet username,"[{'text': 'COVID19Vaccine', 'indices': [13, 28]}, {'text': 'PfizerVaccine', 'indices': [51, 65]}]",2021-03-01 08:42:14+00:00,48,282,en
DaveHarman13,"b'very interesting data, perhaps giving a flavour of the need for a two tier system with pfizer vaccine. should we consider a single dose only for under 40s without health conditions, but optimise second vaccine for the elderly asap? #pfizervaccine #covidvaccine https://t.co/cujtchiats'",no retweet username,[],2021-03-01 08:39:57+00:00,457,571,en
CingHsian,b'now #trump taking credit for #pfizervaccine which he had nothing to do with ( not part of warp speed) but forgets to tell about his light bulb and lysol \xe2\x80\x9ccures\xe2\x80\x9d. as he brags about his #covid19 success he forgot \xe2\x80\x9cit would miraculously disappear\xe2\x80\x9d last easter. #lies and omissions .',RepCohen,"[{'text': 'Trump', 'indices': [18, 24]}, {'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-03-01 08:36:43+00:00,1213,170,en
cadetdugumon,b'that\xe2\x80\x99s it. no questions asked. #pfizervaccine talaga tayo https://t.co/pp7i30pm66',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [31, 45]}]",2021-03-01 08:31:53+00:00,9507,1792,en
TaskerDavid,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 08:31:11+00:00,197,276,en
laststraw13,"b'#pfizervaccine less effective in #obese people, #nhs #covid19vaccine #covid19 #coronavirus #obesitycrisis #mondaymorning #mondaymotivation\npfizer vaccine may be less effective in people with obesity, says study https://t.co/razq2cp1fg'",no retweet username,"[{'text': 'PfizerVaccine', 'indices': [0, 14]}, {'text': 'obese', 'indices': [33, 39]}, {'text': 'NHS', 'indices': [48, 52]}, {'text': 'COVID19Vaccine', 'indices': [53, 68]}, {'text': 'COVID19', 'indices': [69, 77]}, {'text': 'coronavirus', 'indices': [78, 90]}, {'text': 'obesitycrisis', 'indices': [91, 105]}]",2021-03-01 08:09:43+00:00,1578,2039,en
GillJames54,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 08:06:50+00:00,6161,6355,en
DavidMo85176905,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 08:04:42+00:00,541,2470,en
vivdvapes,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 08:03:43+00:00,8765,6669,en
christi73224817,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 08:03:04+00:00,2031,1963,en
brobson_politic,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 08:01:50+00:00,928,332,en
